Account,Date,Tweet Text,Compound,Positive,Neutral,Negative
@CNN,2018-03-20 22:24:35+00:00,A liberal group staffer was arrested last week and charged with assaulting an aide to Interior Secretary Ryan Zinke… https://t.co/kgdx2COPuy,-0.802,0.0,0.661,0.339
@CNN,2018-03-20 22:10:09+00:00,"3 Trump-related lawsuits: Porn star, Playboy model, harassment accuser | Analysis by CNN's Z. Byron Wolf… https://t.co/tyE5kM0AKr",-0.6249,0.0,0.718,0.282
@CNN,2018-03-20 22:05:09+00:00,A family friend who took in the Parkland shooter says she forbid him to bring his guns into her home and warned pol… https://t.co/fpfOQgL9am,-0.0516,0.116,0.725,0.159
@CNN,2018-03-20 22:00:11+00:00,Here's exactly how much trouble Cynthia Nixon can cause for Andrew Cuomo | Analysis by @CillizzaCNN… https://t.co/mx4OV9VniK,-0.4019,0.0,0.847,0.153
@CNN,2018-03-20 21:55:05+00:00,An overheated engine oil warning caused a helicopter with Ivanka Trump and Jared Kushner onboard to make an unsched… https://t.co/geZlBZo7v1,-0.34,0.0,0.882,0.118
@CNN,2018-03-20 21:52:29+00:00,The US Senate has blocked a war powers resolution that called for an end to US involvement in the Yemen conflict… https://t.co/4W9T6HX2mu,-0.7184,0.0,0.76,0.24
@CNN,2018-03-20 21:51:54+00:00,At least 35 people were killed and scores wounded when a rocket struck a busy marketplace in a southeastern suburb… https://t.co/utuiu9xmtr,-0.7579,0.0,0.711,0.289
@CNN,2018-03-20 21:50:06+00:00,Photos of an Afghan woman who nursed her baby while simultaneously taking a high-stakes exam have inspired some soc… https://t.co/4Z6ZVx3R66,0.4939,0.151,0.849,0.0
@CNN,2018-03-20 21:45:06+00:00,"How Facebook, the ultimate disrupter, could be disrupted | By Emily Parker via @CNNOpinion https://t.co/bjfKUP84NS https://t.co/Rcf8lMRNvv",0.0,0.0,1.0,0.0
@CNN,2018-03-20 21:40:08+00:00,Doctors have a duty not to make the opioid crisis worse | By Robert Klitzman via @CNNOpinion https://t.co/XKcPVrxJfS https://t.co/9pnMj1Fbkb,-0.802,0.0,0.676,0.324
@CNN,2018-03-20 21:35:02+00:00,Several justices at the Supreme Court seemed skeptical of free speech implications of a California law that require… https://t.co/L3WkTLBTK2,0.6808,0.285,0.62,0.095
@CNN,2018-03-20 21:30:05+00:00,"First lady Melania Trump addresses critics of her anti-cyberbullying campaign:  ""I have been criticized for my comm… https://t.co/Hwdq6L6p9T",-0.5719,0.0,0.773,0.227
@CNN,2018-03-20 21:25:06+00:00,Republicans to Trump: Fire Mueller and risk ... not much | Analysis by CNN's Gregory Krieg https://t.co/kSFsAEBO4G https://t.co/DyUhIIr0fr,-0.5423,0.0,0.769,0.231
@CNN,2018-03-20 21:20:45+00:00,Rep. Eric Swalwell on President Trump congratulating Vladimir Putin for winning the Russian election: It’s like con… https://t.co/C5r2z0dwu1,0.7096,0.269,0.731,0.0
@CNN,2018-03-20 21:19:25+00:00,RT @CNNnewsroom: Stormy Daniels' friend Alana Evans says both she and Daniels have received threats from people formerly in the adult film…,0.1027,0.123,0.769,0.108
@CNN,2018-03-20 21:13:34+00:00,"On Persian New Year, US President Trump slams Iranian rulers ""who serve themselves instead of serving the people""… https://t.co/MNCOh24MbX",0.0,0.0,1.0,0.0
@CNN,2018-03-20 21:10:44+00:00,RT @TheLeadCNN: CNN's @jaketapper will interview former FBI Director James @Comey on April 19 https://t.co/uqLV47nwir https://t.co/9AzQsfVg…,0.0,0.0,1.0,0.0
@CNN,2018-03-20 21:09:27+00:00,House Speaker Paul Ryan says special counsel Robert Mueller should be free to follow through his investigation to i… https://t.co/tShzYdJpuQ,0.7184,0.25,0.75,0.0
@CNN,2018-03-20 21:01:40+00:00,RT @TheLeadCNN: A package exploded at a FedEx facility just outside San Antonio early today; the FBI says it could be connected to the Aust…,0.0,0.0,1.0,0.0
@CNN,2018-03-20 21:00:40+00:00,"Cambridge Analytica, the data company Donald Trump's campaign hired during the 2016 presidential election, has been… https://t.co/v4kDILMk5F",0.0,0.0,1.0,0.0
@CNN,2018-03-20 20:51:53+00:00,"Senate Majority Leader Mitch McConnell defends special counsel Robert Mueller: ""I agree with the President's lawyer… https://t.co/IzFfH5shiw",0.6369,0.257,0.743,0.0
@CNN,2018-03-20 20:47:13+00:00,Sen. John McCain slams President Trump for congratulating Russian President Vladimir Putin on his election win: “An… https://t.co/jMOw7Judnu,0.5859,0.183,0.817,0.0
@CNN,2018-03-20 20:46:28+00:00,President Trump says he congratulated Vladimir Putin on winning the Russian presidential election… https://t.co/LcOhHaTJLv,0.5267,0.207,0.793,0.0
@CNN,2018-03-20 20:36:25+00:00,"Just one day after Mississippi's governor signed a law banning abortions after 15 weeks, a federal judge issued an… https://t.co/eji2mJZOaX",0.0,0.0,1.0,0.0
@CNN,2018-03-20 20:31:36+00:00,"""Seven months on from peak buzz regarding Zuckerberg's presidential possibilities -- which hit around August 2017 -… https://t.co/2frOSbJIZS",0.0,0.0,1.0,0.0
@CNN,2018-03-20 20:28:22+00:00,RT @TheLeadCNN: President Trump says he congratulated Vladimir Putin on winning the Russian presidential election. Trump also spoke of a po…,0.5267,0.152,0.848,0.0
@CNN,2018-03-20 20:26:30+00:00,"The rapid response of a Maryland school's sole resource officer, Blaine Gaskill, was instrumental in bringing a sho… https://t.co/nbhyaIjy6y",0.0,0.0,1.0,0.0
@CNN,2018-03-20 20:15:15+00:00,The FTC is sending a letter to Facebook with questions about how the social media company allowed the data of more… https://t.co/trfXRMMSQD,0.0,0.0,1.0,0.0
@FoxNews,2018-03-21 03:27:22+00:00,"Illegal immigrants, who dodged California ICE raid after Dem mayor's tip-off, re-arrested for new crimes, per ICE o… https://t.co/tqrYC3gNPZ",-0.5574,0.0,0.833,0.167
@FoxNews,2018-03-21 03:20:19+00:00,Deputy First Class Blaine Gaskill of the St. Mary's County Sheriff's Office was the school resource officer who eng… https://t.co/ThSu0efPNM,0.0,0.0,1.0,0.0
@FoxNews,2018-03-21 03:19:42+00:00,Incendiary device found in package at Austin Goodwill; 1 man hurt https://t.co/Nwfi5eLe6N https://t.co/BkYf0LVjJJ,-0.5267,0.0,0.764,0.236
@FoxNews,2018-03-21 03:11:34+00:00,".@RepBrianMast on Austin bomber: ""It takes a little bit of guts to go out and do it because you're dealing with som… https://t.co/jL3XsegKyw",0.0,0.0,1.0,0.0
@FoxNews,2018-03-21 03:08:39+00:00,".@BryanLlenas reports from Puerto Rico as electricity is slowly, but finally coming back on six months after Hurric… https://t.co/wgZKDAs0M9",0.0,0.0,1.0,0.0
@FoxNews,2018-03-21 03:04:12+00:00,Germany at odds with US on condemning Hezbollah in Iran talks (via @BenWeinthal) https://t.co/Oz8VS1YxPD,0.0,0.0,1.0,0.0
@FoxNews,2018-03-21 03:02:28+00:00,".@SteveScalise: ""If you look at this bill, @POTUS will have the ability to defund sanctuary cities.""… https://t.co/u6LS8cQtZ3",0.3182,0.126,0.874,0.0
@FoxNews,2018-03-21 03:02:14+00:00,"Coast Guard seizes 36,000 lbs. of cocaine during Pacific drug patrol https://t.co/2vrZbgom0x",0.0,0.0,1.0,0.0
@FoxNews,2018-03-21 02:47:59+00:00,"Official: “After our investigation on scene, we did determine that this was not an explosive device. This incident… https://t.co/G74JHpOCaD",0.0,0.0,1.0,0.0
@FoxNews,2018-03-21 02:45:15+00:00,Official: “[The package] had two small devices that were artillery simulators that looked like some type of militar… https://t.co/Ow3cFoE4P9,0.3612,0.122,0.878,0.0
@FoxNews,2018-03-21 02:39:02+00:00,.@Austin_Police officials provide a statement on an incendiary device discovered at @AustinGoodwill Tuesday night t… https://t.co/jUbNhXmCL6,0.0,0.0,1.0,0.0
@FoxNews,2018-03-21 02:31:30+00:00,"Terry Turchie: ""In a lot of these cases, the police themselves, law enforcement, they're the first on the scene, th… https://t.co/wuT9nIMokF",0.0,0.0,1.0,0.0
@FoxNews,2018-03-21 02:10:53+00:00,".@caseystegall reports from Austin, Texas: ""It is a city on edge. People just don't know where the next call will c… https://t.co/8rbz0Wp9cT",0.0,0.0,1.0,0.0
@FoxNews,2018-03-21 01:59:44+00:00,"Manny Gomez, Former FBI Special Agent on Austin, Texas package device suspect: “My concern is when they zero in on… https://t.co/uT1qBrq3F5",0.128,0.113,0.795,0.092
@FoxNews,2018-03-21 01:37:44+00:00,"Texas Attorney General @KenPaxtonTX on Austin, Texas package device suspect: “There’s a lot of people looking for t… https://t.co/7AE5vJQFgB",-0.296,0.0,0.885,0.115
@FoxNews,2018-03-21 01:27:28+00:00,"Manny Gomez, Former FBI Special Agent on incendiary device found in Austin, Texas: “Could it be a copycat that does… https://t.co/tgaWGWRf7d",0.4019,0.124,0.876,0.0
@FoxNews,2018-03-21 01:19:34+00:00,".@dbongino on Austin, Texas package devices: “I’m not sure this is one person.” #Hannity https://t.co/PTtRDo1Hr3 https://t.co/HiQks0KwHb",-0.2411,0.0,0.884,0.116
@FoxNews,2018-03-21 01:16:58+00:00,UPDATE: Incendiary device found in package at Austin Goodwill; 1 man hurt https://t.co/PTtRDo1Hr3,-0.5267,0.0,0.764,0.236
@FoxNews,2018-03-21 00:55:45+00:00,"UPDATE: Package explosion at Austin Goodwill injures 1 man, sends feds racing https://t.co/DkEsgQlEfG",0.0,0.0,1.0,0.0
@FoxNews,2018-03-21 00:45:06+00:00,"RT @MikeEmanuelFox: Deadline looms as Congress works on funding bill-from #SpecialReport tonight:

https://t.co/Qrvvg0zT7n",-0.1531,0.0,0.882,0.118
@FoxNews,2018-03-21 03:27:22+00:00,"Illegal immigrants, who dodged California ICE raid after Dem mayor's tip-off, re-arrested for new crimes, per ICE o… https://t.co/tqrYC3gNPZ",-0.5574,0.0,0.833,0.167
@FoxNews,2018-03-21 03:20:19+00:00,Deputy First Class Blaine Gaskill of the St. Mary's County Sheriff's Office was the school resource officer who eng… https://t.co/ThSu0efPNM,0.0,0.0,1.0,0.0
@FoxNews,2018-03-21 03:19:42+00:00,Incendiary device found in package at Austin Goodwill; 1 man hurt https://t.co/Nwfi5eLe6N https://t.co/BkYf0LVjJJ,-0.5267,0.0,0.764,0.236
@FoxNews,2018-03-21 03:11:34+00:00,".@RepBrianMast on Austin bomber: ""It takes a little bit of guts to go out and do it because you're dealing with som… https://t.co/jL3XsegKyw",0.0,0.0,1.0,0.0
@FoxNews,2018-03-21 03:08:39+00:00,".@BryanLlenas reports from Puerto Rico as electricity is slowly, but finally coming back on six months after Hurric… https://t.co/wgZKDAs0M9",0.0,0.0,1.0,0.0
@FoxNews,2018-03-21 03:04:12+00:00,Germany at odds with US on condemning Hezbollah in Iran talks (via @BenWeinthal) https://t.co/Oz8VS1YxPD,0.0,0.0,1.0,0.0
@FoxNews,2018-03-21 03:02:28+00:00,".@SteveScalise: ""If you look at this bill, @POTUS will have the ability to defund sanctuary cities.""… https://t.co/u6LS8cQtZ3",0.3182,0.126,0.874,0.0
@FoxNews,2018-03-21 03:02:14+00:00,"Coast Guard seizes 36,000 lbs. of cocaine during Pacific drug patrol https://t.co/2vrZbgom0x",0.0,0.0,1.0,0.0
@FoxNews,2018-03-21 02:47:59+00:00,"Official: “After our investigation on scene, we did determine that this was not an explosive device. This incident… https://t.co/G74JHpOCaD",0.0,0.0,1.0,0.0
@FoxNews,2018-03-21 02:45:15+00:00,Official: “[The package] had two small devices that were artillery simulators that looked like some type of militar… https://t.co/Ow3cFoE4P9,0.3612,0.122,0.878,0.0
@FoxNews,2018-03-21 02:39:02+00:00,.@Austin_Police officials provide a statement on an incendiary device discovered at @AustinGoodwill Tuesday night t… https://t.co/jUbNhXmCL6,0.0,0.0,1.0,0.0
@FoxNews,2018-03-21 02:31:30+00:00,"Terry Turchie: ""In a lot of these cases, the police themselves, law enforcement, they're the first on the scene, th… https://t.co/wuT9nIMokF",0.0,0.0,1.0,0.0
@FoxNews,2018-03-21 02:10:53+00:00,".@caseystegall reports from Austin, Texas: ""It is a city on edge. People just don't know where the next call will c… https://t.co/8rbz0Wp9cT",0.0,0.0,1.0,0.0
@FoxNews,2018-03-21 01:59:44+00:00,"Manny Gomez, Former FBI Special Agent on Austin, Texas package device suspect: “My concern is when they zero in on… https://t.co/uT1qBrq3F5",0.128,0.113,0.795,0.092
@FoxNews,2018-03-21 01:37:44+00:00,"Texas Attorney General @KenPaxtonTX on Austin, Texas package device suspect: “There’s a lot of people looking for t… https://t.co/7AE5vJQFgB",-0.296,0.0,0.885,0.115
@FoxNews,2018-03-21 01:27:28+00:00,"Manny Gomez, Former FBI Special Agent on incendiary device found in Austin, Texas: “Could it be a copycat that does… https://t.co/tgaWGWRf7d",0.4019,0.124,0.876,0.0
@FoxNews,2018-03-21 01:19:34+00:00,".@dbongino on Austin, Texas package devices: “I’m not sure this is one person.” #Hannity https://t.co/PTtRDo1Hr3 https://t.co/HiQks0KwHb",-0.2411,0.0,0.884,0.116
@FoxNews,2018-03-21 01:16:58+00:00,UPDATE: Incendiary device found in package at Austin Goodwill; 1 man hurt https://t.co/PTtRDo1Hr3,-0.5267,0.0,0.764,0.236
@FoxNews,2018-03-21 00:55:45+00:00,"UPDATE: Package explosion at Austin Goodwill injures 1 man, sends feds racing https://t.co/DkEsgQlEfG",0.0,0.0,1.0,0.0
@FoxNews,2018-03-21 00:45:06+00:00,"RT @MikeEmanuelFox: Deadline looms as Congress works on funding bill-from #SpecialReport tonight:

https://t.co/Qrvvg0zT7n",-0.1531,0.0,0.882,0.118
@FoxNews,2018-03-21 00:40:00+00:00,.@POTUS: “We always proudly stand for our national anthem.” https://t.co/0oqDWyCjkl,0.5574,0.286,0.714,0.0
@FoxNews,2018-03-21 00:34:00+00:00,".@POTUS: “The economy’s, maybe, the best it’s ever been.” https://t.co/Up4A0VgLyo",0.6369,0.318,0.682,0.0
@FoxNews,2018-03-21 00:29:00+00:00,BREAKING: At least 1 hurt in new reported package explosion in southwestern Austin  https://t.co/Ry3kWMtnWH,-0.5267,0.0,0.779,0.221
@FoxNews,2018-03-21 00:16:54+00:00,".@POTUS: “So many companies are moving back [to the U.S.]. They’re moving back, first time in many, many decades.” https://t.co/MMnvtgzo7X",0.0,0.0,1.0,0.0
@FoxNews,2018-03-21 00:13:32+00:00,".@POTUS: “We have to have the wall for the drugs that are pouring into our country, and for the people that we don’… https://t.co/ZJvrdVkgzk",0.0,0.0,1.0,0.0
@FoxNews,2018-03-21 00:01:59+00:00,".@POTUS: “For the last 8 years, Democrats apologized for America. Republicans, on the other hand, are standing up f… https://t.co/CkpPWDyOxW",0.6705,0.244,0.756,0.0
@FoxNews,2018-03-20 23:58:54+00:00,".@POTUS: ""America is safer and America is much stronger. Our military is now better funded, better equipped, and be… https://t.co/JvSncRwMke",0.8807,0.412,0.588,0.0
@FoxNews,2018-03-20 23:52:31+00:00,".@POTUS: ""Republicans also repealed one of the nation's cruelest and most unfair taxes ever: the ObamaCare individu… https://t.co/Cczltpu16l",-0.7902,0.0,0.696,0.304
@FoxNews,2018-03-20 23:47:45+00:00,".@POTUS: ""[Democrats] want to increase taxes. Maybe they'll call that tax reform."" https://t.co/cTseGH2j7v",0.3818,0.247,0.753,0.0
@FoxNews,2018-03-20 23:40:01+00:00,".@POTUS: ""We've created more than three million new jobs since the election and if we would have said that number p… https://t.co/FmBdqpL2a5",0.3182,0.142,0.858,0.0
@FoxNews,2018-03-20 23:37:36+00:00,".@POTUS: ""Our Republican majority is one of the most successful in the history of the United States Congress."" https://t.co/GVpvgZehEl",0.7841,0.288,0.712,0.0
@FoxNews,2018-03-20 23:28:46+00:00,".@SpeakerRyan on @GOP message for constituents: ""If you re-elect us we will continue to push this economy higher, w… https://t.co/KOvm2CNwUs",0.0,0.0,1.0,0.0
@FoxNews,2018-03-20 23:23:33+00:00,".@SpeakerRyan: ""Six million workers have received bonuses thanks to this [tax] law. These are real dollars that wor… https://t.co/m1yFCjADvW",0.7579,0.277,0.723,0.0
@FoxNews,2018-03-20 23:15:56+00:00,".@SpeakerRyan: ""A year ago we came together and we talked about all the great things that this new, unified Republi… https://t.co/zEDkkS8hPU",0.7717,0.261,0.739,0.0
@FoxNews,2018-03-20 23:12:42+00:00,.@POTUS delivers remarks at the National Republican Congressional Committee March Dinner. https://t.co/SxjXuLvEEU,0.0,0.0,1.0,0.0
@FoxNews,2018-03-20 23:09:00+00:00,RT @BretBaier: On April 26th I will sit down with former FBI Director  James Comey--tweet your questions for @Comey to me here. #SpecialRep…,0.0,0.0,1.0,0.0
@FoxNews,2018-03-20 23:06:24+00:00,"#Trump lambasts Dems on sanctuary cities, saying their 'priority is to protect criminals' https://t.co/kC4KcKi1AV",-0.2732,0.142,0.656,0.202
@FoxNews,2018-03-20 23:02:36+00:00,".@JonahNRO: ""The administration actually has been quite tough on Russia. Donald Trump hasn't been rhetorically, and… https://t.co/4vEzjH3Fsh",-0.2006,0.0,0.899,0.101
@FoxNews,2018-03-20 22:49:36+00:00,'Don't Go There': @JeffFlake Warns of Impeachment Proceedings If #Trump Fires Mueller https://t.co/K0GtBPceow,-0.1027,0.0,0.896,0.104
@FoxNews,2018-03-20 22:44:04+00:00,".@BretBaier asks Saudi Foreign Minister Adel al-Jubeir, ""Will Saudi [Arabia] become a nuclear power?""… https://t.co/NeznvHOtQ1",0.0,0.0,1.0,0.0
@FoxNews,2018-03-20 22:37:41+00:00,"""We support President #Trump's policies, with regards to Iran, completely. We believe they are the right policies.… https://t.co/zVxeqVnZrw",0.4019,0.137,0.863,0.0
@FoxNews,2018-03-20 22:28:52+00:00,Deputy First Class Blaine Gaskill of the St. Mary's County Sheriff's Office was the school resource officer who eng… https://t.co/z6SOIcZedu,0.0,0.0,1.0,0.0
@FoxNews,2018-03-20 22:25:23+00:00,"""President #Trump deserves a lot of credit for taking the Saudi-American relationship to greater heights."" — Saudi… https://t.co/bMBEErWVQj",0.6249,0.267,0.733,0.0
@FoxNews,2018-03-20 22:11:14+00:00,Stormy Daniels offers proof she passed polygraph as Playboy model Karen McDougal sues to end silence on #Trump https://t.co/GN2CbkuMJc,0.0,0.0,1.0,0.0
@FoxNews,2018-03-20 22:07:04+00:00,".@FLOTUS: ""I’m here with one goal: helping children in our next generation."" At a roundtable on cyberbullying Tuesd… https://t.co/lFyfHxx6nr",0.296,0.115,0.885,0.0
@FoxNews,2018-03-20 21:56:58+00:00,.@JesseBWatters: “I still like the idea of humans driving because I think driving involves the human touch. It invo… https://t.co/thZfAAFaW7,0.3612,0.122,0.878,0.0
@FoxNews,2018-03-20 21:45:22+00:00,.@cvpayne on @foxandfriends: “Everywhere where progressives have been in control…they are the worst places in this… https://t.co/f3NPwAqdZR,-0.6249,0.0,0.796,0.204
@FoxNews,2018-03-20 21:37:41+00:00,".@kimguilfoyle on law enforcement response to Parkland suspect: “If the intention is there, and you do not see that… https://t.co/npAlC15KR1",-0.296,0.0,0.896,0.104
@FoxNews,2018-03-20 21:29:32+00:00,"100-year-old runner, a World War II vet, sets five new world track records https://t.co/0mJ8ZVGtX4",-0.5994,0.0,0.755,0.245
@FoxNews,2018-03-20 21:17:59+00:00,".@JesseBWatters on potential Texas package bomb suspect: “To me, it looks like a serial killer that doesn’t want to… https://t.co/vOL9BCwUUn",-0.7845,0.138,0.509,0.353
@FoxNews,2018-03-20 21:08:59+00:00,Jim Carrey's latest controversial painting goes after Mark Zuckerberg https://t.co/YPEmosnQGI,-0.2023,0.0,0.833,0.167
@FoxNews,2018-03-20 20:54:42+00:00,"Illegal immigrants, who dodged California ICE raid after Dem mayor's tip-off, re-arrested for new crimes, per ICE o… https://t.co/gmpgLGLOjn",-0.5574,0.0,0.833,0.167
@FoxNews,2018-03-20 20:44:34+00:00,Man charged after child pornography stash found in remote 'gingerbread treehouse' https://t.co/35pWbMICN6,-0.2023,0.0,0.859,0.141
@FoxNews,2018-03-20 20:27:08+00:00,MA Lawmaker: Rename 'General Hooker' Entrance at State House https://t.co/Sg4BFJ5NBT,0.0,0.0,1.0,0.0
@FoxNews,2018-03-20 20:24:28+00:00,".@RandPaul on politicization of the @FBI: ""I think that people are doubting the Mueller investigation, they're doub… https://t.co/Z7g1z0k3ZV",-0.34,0.0,0.876,0.124
@FoxNews,2018-03-20 20:15:04+00:00,Pennsylvania college student's body found at base of 'significant drop' in Bermuda https://t.co/u63tB1YkCV,-0.0772,0.121,0.738,0.141
@FoxNews,2018-03-20 20:12:41+00:00,"O'Toole on TX serial bomber: ""When you see someone who's escalated in their activity, they can make mistakes and th… https://t.co/9ZnQE8bZHf",0.186,0.131,0.768,0.101
@FoxNews,2018-03-20 20:00:03+00:00,.@PressSec: “Sanctuary cities are a dangerous thing…When cities start picking and choosing laws that they want to f… https://t.co/1IftAhvZ11,-0.4215,0.064,0.784,0.152
@FoxNews,2018-03-20 19:48:00+00:00,Cambridge Analytica suspends CEO amid ongoing investigation https://t.co/cZahhrIwBK,0.0,0.0,1.0,0.0
@FoxNews,2018-03-20 19:40:00+00:00,Judge temporarily blocks Mississippi's 15-week abortion ban https://t.co/lICLjs5Jkg,-0.6705,0.0,0.522,0.478
@FoxNews,2018-03-20 19:33:00+00:00,Standoff underway with gunman at Panera Bread near Princeton University https://t.co/17HF0KDZpc,0.0,0.0,1.0,0.0
@FoxNews,2018-03-20 19:25:13+00:00,"Southern California town stands up to state, votes to reject sanctuary law https://t.co/UCWhWd0DR2 https://t.co/MaTtdjwTLd",-0.4019,0.0,0.828,0.172
@FoxNews,2018-03-20 19:20:15+00:00,"Obama 2012 campaign 'sucked' data from Facebook, former official says https://t.co/uwr2aNQvJm",0.0,0.0,1.0,0.0
@FoxNews,2018-03-20 19:04:13+00:00,"Texas bomber is 'very sick,' 'we will get to the bottom of it,' #Trump says
  https://t.co/aMQSluJKd8",0.0,0.0,1.0,0.0
@FoxNews,2018-03-20 18:54:48+00:00,".@POTUS: ""My priority and the priority of my administration is to serve, protect, and defend the citizens of the Un… https://t.co/R8dS17CB2W",0.3818,0.115,0.885,0.0
@FoxNews,2018-03-20 18:31:45+00:00,".@POTUS: ""Democrats' priority is to protect criminals, not to do what's right for our country."" https://t.co/fTUaDMFjPQ",-0.2732,0.128,0.69,0.182
@FoxNews,2018-03-20 18:29:18+00:00,".@POTUS on sanctuary cities: ""We're looking to have safe cities."" https://t.co/6AY6AcDl2k",0.4404,0.225,0.775,0.0
@FoxNews,2018-03-20 18:28:09+00:00,".@POTUS: ""Sanctuary cities and states like California put Americans at the mercy of hardened criminals."" https://t.co/Eu5NBfRrHc",0.6124,0.263,0.737,0.0
@FoxNews,2018-03-20 18:23:08+00:00,.@POTUS hosts a law enforcement roundtable on sanctuary cities https://t.co/glcoatPpJ0,0.0,0.0,1.0,0.0
@FoxNews,2018-03-20 18:15:32+00:00,.@PressSec: “The president has been very clear about the fact that there was no collusion between his campaign and… https://t.co/pegl4CWkF6,0.1761,0.125,0.779,0.095
@FoxNews,2018-03-20 18:10:43+00:00,.@PressSec: “We want to continue to have a dialogue with Russia.” https://t.co/yMGUy8RMq6,0.0772,0.115,0.885,0.0
@FoxNews,2018-03-20 18:09:42+00:00,.@PressSec on Texas bombings and Maryland school shooting: “Our thoughts and prayers are with the victims involved… https://t.co/ktpF9xU9DW,-0.3182,0.0,0.881,0.119
@FoxNews,2018-03-20 18:04:57+00:00,.@PressSec: “Sanctuary jurisdictions release thousands of criminal aliens out of our prisons and jails and back int… https://t.co/7gRmhrSju7,-0.5267,0.0,0.833,0.167
@FoxNews,2018-03-20 18:01:27+00:00,"RT @FoxBusiness: .@PressSec: ""The @POTUS was proud to issue a proclamation declaring today the 45th annual Ag Day."" https://t.co/gLBI1Ezdms",0.4767,0.154,0.846,0.0
@FoxNews,2018-03-20 17:54:26+00:00,.@PressSec Sarah Sanders holds a briefing.  https://t.co/jrv6A3E2QF,0.0,0.0,1.0,0.0
@FoxNews,2018-03-20 17:45:00+00:00,"Trump: Texas bomber is 'very sick,' says 'we will get to the bottom of it' https://t.co/SbphlBjk9v https://t.co/B6wwp7YDu6",0.0,0.0,1.0,0.0
@FoxNews,2018-03-20 17:42:56+00:00,VIDEO: Tempers Flare as California City Opts Out of State's Sanctuary Law https://t.co/3OqABttkCi,-0.3182,0.0,0.839,0.161
@FoxNews,2018-03-20 17:30:21+00:00,Maryland Governor @LarryHogan: “Our hearts are broken. We’re extremely saddened.” https://t.co/fQM8o6NGry https://t.co/jwVQXV9O6r,-0.4767,0.0,0.78,0.22
@FoxNews,2018-03-20 17:24:57+00:00,News conference underway on Maryland school shooting https://t.co/fQM8o6NGry https://t.co/yln8IxxNZb,0.0,0.0,1.0,0.0
@FoxNews,2018-03-20 17:15:44+00:00,"Breaking News: Minneapolis cop who fatally shot unarmed Australian woman in 2017 turns himself in, charged with mur… https://t.co/CpmXiihkWq",-0.7184,0.0,0.739,0.261
@nytimes,2018-03-21 03:23:03+00:00,RT @liamstack: A neo-Nazi who ran unopposed in the primary is now officially the Republican congressional nominee for a district that conta…,0.0,0.0,1.0,0.0
@nytimes,2018-03-21 03:18:06+00:00,"At 26, the Cuban artist Belkis Ayón was invited to show at the Venice Biennale in Italy. But first, she had to get… https://t.co/zfWGyaSuf9",0.0,0.0,1.0,0.0
@nytimes,2018-03-21 03:02:06+00:00,"Ralph Peters, a retired lieutenant colonel, quit his job as an analyst at Fox News, saying he was ""ashamed"" of what… https://t.co/Ye8MhwaAVg",0.0,0.0,1.0,0.0
@nytimes,2018-03-21 02:48:05+00:00,"As the manhunt for a serial bomber in Austin, Texas, continues, officials said an ""incendiary device"" reported Tues… https://t.co/mEMRYMeIyr",0.0,0.0,1.0,0.0
@nytimes,2018-03-21 02:32:03+00:00,A New York State judge ruled that a former contestant on “The Apprentice” can proceed with her lawsuit against Pres… https://t.co/zzpDTPJHKg,-0.2263,0.0,0.905,0.095
@nytimes,2018-03-21 02:17:04+00:00,"RT @nytpolitics: In preparing President Trump for his call with Vladimir Putin, an aide wrote on his briefing materials, “DO NOT CONGRATULA…",0.0,0.0,1.0,0.0
@nytimes,2018-03-21 02:02:03+00:00,Illinois primary election live results https://t.co/LHBdHTt5BE,0.0,0.0,1.0,0.0
@nytimes,2018-03-21 01:47:05+00:00,"“Your head is in the sand about racial bias and racial discrimination,” Rep. Barbara Lee said to Education Secretar… https://t.co/C3CJyHxWyC",-0.1027,0.0,0.931,0.069
@nytimes,2018-03-21 01:32:04+00:00,Just 2 female northern white rhinos remain. But scientists are hoping to resurrect the population with advanced ste… https://t.co/WzuRArbdZq,0.5859,0.231,0.769,0.0
@nytimes,2018-03-21 01:18:06+00:00,"It was Charlie Bucket’s first trip to the movies — to see “Isle of Dogs.” Looking sharp in a flowered bow tie, he g… https://t.co/aqYIPbzs6X",0.0,0.0,1.0,0.0
@nytimes,2018-03-21 01:07:08+00:00,"RT @NYTNational: The Illinois Republican Party chairman denounced Arthur Jones as ""a Nazi whose disgusting, bigoted views have no place in…",-0.4404,0.103,0.684,0.213
@nytimes,2018-03-21 01:02:07+00:00,Evening Briefing: Here's what you need to know at the end of the day https://t.co/qYnfxZtXpd,0.0,0.0,1.0,0.0
@nytimes,2018-03-21 00:48:06+00:00,Illinois primary election live results https://t.co/xRH0fGJRIU,0.0,0.0,1.0,0.0
@nytimes,2018-03-21 00:44:50+00:00,"RT @NYTNational: The Austin police responded to a reported explosion and injury at a strip mall on Tuesday evening, apparently the 7th bomb…",-0.4215,0.0,0.877,0.123
@nytimes,2018-03-21 00:32:03+00:00,"A longtime analyst for Fox News is leaving the network, saying he could not “in good conscience” remain with an org… https://t.co/DR3F5AlHrl",-0.3412,0.0,0.893,0.107
@nytimes,2018-03-21 00:17:04+00:00,RT @nytopinion: President Trump has publicly gone after almost every category of person imaginable. But not Stormy Daniels. Why? https://t.…,0.0,0.0,1.0,0.0
